Sensor IP, Frame ID, range (m), azimuth (degrees), elevation (degrees), point time stamp (ns), frame time stamp (s), frame time stamp (us), intensity, r, g, b, point type, echo, laser row, laser col, scan direction, pixel row, pixel col, actual charge time (ns)
10.10.10.66, 1718, 15.5426, -39.8779, -4.67534, 32970, 1684951308, 129913, 875, 0, 255, 0, 49169, FIRST_ECHO, 880, 109, 0, 30, 6, 13700
10.10.10.66, 1718, 16.2468, -37.7808, -4.70971, 33111, 1684951308, 129913, 300, 0, 255, 0, 49169, FIRST_ECHO, 880, 173, 0, 30, 9, 1410
10.10.10.66, 1718, 17.7551, -29.9542, -4.8243, 33494, 1684951308, 129913, 568, 0, 255, 0, 49169, FIRST_ECHO, 880, 413, 0, 31, 22, 3830
10.10.10.66, 1718, 17.6981, -26.5394, -4.86441, 33628, 1684951308, 129913, 502, 0, 255, 0, 49169, FIRST_ECHO, 880, 517, 0, 31, 28, 1340
10.10.10.66, 1718, 17.5694, -22.8324, -4.89879, 33762, 1684951308, 129913, 638, 0, 255, 0, 49169, FIRST_ECHO, 880, 629, 0, 31, 35, 1340
10.10.10.66, 1718, 17.7005, -13.4932, -4.96754, 34058, 1684951308, 129913, 787, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 901, 0, 31, 53, 2960
10.10.10.66, 1718, 17.8244, -8.96679, -4.98473, 34190, 1684951308, 129913, 745, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1029, 0, 31, 63, 1320
10.10.10.66, 1718, 17.9459, -4.44615, -4.99619, 34318, 1684951308, 129913, 946, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1157, 0, 31, 73, 1280
10.10.10.66, 1718, 18.1198, 0.148969, -5.00192, 34446, 1684951308, 129913, 866, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1285, 0, 32, 84, 1280
10.10.10.66, 1718, 18.373, 4.74982, -4.99619, 34574, 1684951308, 129913, 14808, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1413, 0, 32, 95, 1280
10.10.10.66, 1718, 18.5218, 15.4813, -4.95608, 34885, 1684951308, 129913, 6676, 0, 255, 0, 49265, FIRST_ECHO, 880, 1717, 0, 33, 118, 3110
10.10.10.66, 1718, 15.0702, 19.6009, -4.92744, 35014, 1684951308, 129913, 3814, 0, 255, 0, 49169, FIRST_ECHO, 880, 1837, 0, 33, 126, 1290
10.10.10.66, 1718, 13.3676, 23.4053, -4.89306, 35141, 1684951308, 129913, 349, 0, 255, 0, 49201, FIRST_ECHO, 880, 1949, 0, 33, 134, 1270
10.10.10.66, 1718, 12.6118, 30.235, -4.81857, 35402, 1684951308, 129913, 591, 0, 255, 0, 49201, FIRST_ECHO, 880, 2157, 0, 34, 146, 2610
10.10.10.66, 1718, 16.2695, 33.1112, -4.77847, 35528, 1684951308, 129913, 907, 0, 255, 0, 49201, FIRST_ECHO, 880, 2245, 0, 34, 150, 1260
10.10.10.66, 1718, 12.4191, 33.1112, -4.77847, 35528, 1684951308, 129913, 510, 0, 255, 0, 49202, SECOND_ECHO, 880, 2245, 0, 34, 150, 1260
10.10.10.66, 1718, 14.3115, 40.9149, -4.65815, 36003, 1684951308, 129913, 2172, 0, 255, 0, 49201, FIRST_ECHO, 880, 2485, 0, 35, 162, 4750
10.10.10.66, 1718, 9.05758, 40.9149, -4.65815, 36003, 1684951308, 129913, 206, 0, 255, 0, 49202, SECOND_ECHO, 880, 2485, 0, 35, 162, 4750
10.10.10.66, 1718, 14.4675, 40.68, -4.66388, 36902, 1684951308, 129913, 6283, 0, 255, 0, 49169, FIRST_ECHO, 880, 2477, 0, 35, 162, 8990
10.10.10.66, 1718, 16.0474, 33.8962, -4.77274, 37317, 1684951308, 129913, 4722, 0, 255, 0, 49201, FIRST_ECHO, 880, 2269, 0, 35, 152, 4150
10.10.10.66, 1718, 11.5791, 33.8962, -4.77274, 37317, 1684951308, 129913, 73, 0, 255, 0, 49202, SECOND_ECHO, 880, 2269, 0, 35, 152, 4150
10.10.10.66, 1718, 12.6838, 31.0257, -4.80712, 37447, 1684951308, 129913, 3871, 0, 255, 0, 49169, FIRST_ECHO, 880, 2181, 0, 34, 147, 1300
10.10.10.66, 1718, 13.7762, 22.0646, -4.90452, 37787, 1684951308, 129913, 1089, 0, 255, 0, 49169, FIRST_ECHO, 880, 1909, 0, 33, 131, 3400
10.10.10.66, 1718, 15.83, 17.9393, -4.9389, 37920, 1684951308, 129913, 565, 0, 255, 0, 49201, FIRST_ECHO, 880, 1789, 0, 33, 123, 1330
10.10.10.66, 1718, 19.8849, 13.7911, -4.96754, 38048, 1684951308, 129913, 4661, 0, 255, 0, 49169, FIRST_ECHO, 880, 1669, 0, 33, 115, 1280
10.10.10.66, 1718, 19.2119, 9.32202, -4.98473, 38180, 1684951308, 129913, 2080, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1541, 0, 32, 105, 1320
10.10.10.66, 1718, 18.1351, -0.4068, -5.00192, 38452, 1684951308, 129913, 733, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1269, 0, 32, 83, 2720
10.10.10.66, 1718, 17.9549, -5.00765, -4.99619, 38580, 1684951308, 129913, 790, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1141, 0, 31, 72, 1280
10.10.10.66, 1718, 17.875, -9.57412, -4.98473, 38709, 1684951308, 129913, 772, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1013, 0, 31, 62, 1290
10.10.10.66, 1718, 17.7363, -14.0375, -4.96181, 38840, 1684951308, 129913, 901, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 885, 0, 31, 52, 1310
10.10.10.66, 1718, 17.723, -18.2372, -4.9389, 38968, 1684951308, 129913, 853, 0, 255, 0, 49169, FIRST_ECHO, 880, 765, 0, 31, 44, 1280
10.10.10.66, 1718, 17.801, -28.4187, -4.84149, 39325, 1684951308, 129913, 472, 0, 255, 0, 49169, FIRST_ECHO, 880, 461, 0, 31, 24, 3570
10.10.10.66, 1718, 17.839, -31.5356, -4.80139, 39455, 1684951308, 129913, 694, 0, 255, 0, 49169, FIRST_ECHO, 880, 365, 0, 31, 19, 1300
10.10.10.66, 1718, 17.9946, -34.4061, -4.76128, 39587, 1684951308, 129913, 569, 0, 255, 0, 49169, FIRST_ECHO, 880, 277, 0, 31, 14, 1320
10.10.10.66, 1718, 16.0693, -39.3164, -4.68679, 41008, 1684951308, 129913, 180, 0, 255, 0, 49169, FIRST_ECHO, 880, 125, 0, 30, 6, 14210
10.10.10.66, 1718, 16.4356, -37.2251, -4.72117, 41142, 1684951308, 129913, 297, 0, 255, 0, 49169, FIRST_ECHO, 880, 189, 0, 31, 10, 1340
10.10.10.66, 1718, 17.844, -30.5157, -4.81857, 41472, 1684951308, 129913, 517, 0, 255, 0, 49169, FIRST_ECHO, 880, 397, 0, 31, 21, 3300
10.10.10.66, 1718, 17.7609, -27.1009, -4.85868, 41608, 1684951308, 129913, 446, 0, 255, 0, 49169, FIRST_ECHO, 880, 501, 0, 31, 27, 1360
10.10.10.66, 1718, 17.6919, -23.3595, -4.89306, 41743, 1684951308, 129913, 567, 0, 255, 0, 49169, FIRST_ECHO, 880, 613, 0, 31, 34, 1350
10.10.10.66, 1718, 17.8065, -12.9431, -4.96754, 42075, 1684951308, 129913, 858, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 917, 0, 31, 54, 3320
10.10.10.66, 1718, 17.9281, -8.41102, -4.98473, 42206, 1684951308, 129913, 813, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1045, 0, 31, 64, 1310
10.10.10.66, 1718, 18.0312, -3.88465, -4.99619, 42334, 1684951308, 129913, 971, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 1173, 0, 31, 75, 1280
10.10.10.66, 1718, 18.224, 0.716197, -5.00192, 42462, 1684951308, 129913, 932, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1301, 0, 32, 86, 1280
10.10.10.66, 1718, 18.6638, 5.31132, -4.99619, 42590, 1684951308, 129913, 1417, 0, 255, 0, 1073791073, FIRST_ECHO, 880, 1429, 0, 32, 96, 1280
10.10.10.66, 1718, 20.3989, 14.9313, -4.95608, 42868, 1684951308, 129913, 3283, 0, 255, 0, 49169, FIRST_ECHO, 880, 1701, 0, 33, 117, 2780
10.10.10.66, 1718, 15.2887, 19.0623, -4.93317, 42997, 1684951308, 129913, 4622, 0, 255, 0, 49169, FIRST_ECHO, 880, 1821, 0, 33, 125, 1290
10.10.10.66, 1718, 13.5723, 22.8324, -4.89879, 43123, 1684951308, 129913, 681, 0, 255, 0, 49169, FIRST_ECHO, 880, 1933, 0, 33, 133, 1260
10.10.10.66, 1718, 12.7552, 30.7908, -4.81285, 43424, 1684951308, 129913, 2124, 0, 255, 0, 49169, FIRST_ECHO, 880, 2173, 0, 34, 146, 3010
10.10.10.66, 1718, 16.19, 33.6154, -4.77274, 43553, 1684951308, 129913, 6242, 0, 255, 0, 49201, FIRST_ECHO, 880, 2261, 0, 35, 151, 1290
10.10.10.66, 1718, 11.8088, 33.6154, -4.77274, 43553, 1684951308, 129913, 261, 0, 255, 0, 49202, SECOND_ECHO, 880, 2261, 0, 35, 151, 1290
10.10.10.66, 1718, 14.3831, 40.3993, -4.66961, 43958, 1684951308, 129913, 5450, 0, 255, 0, 49169, FIRST_ECHO, 880, 2469, 0, 35, 161, 4050
10.10.10.66, 1718, 14.1656, 40.1643, -4.67534, 44945, 1684951308, 129913, 5626, 0, 255, 0, 49265, FIRST_ECHO, 880, 2461, 0, 35, 161, 9870
10.10.10.66, 1718, 15.671, 34.4061, -4.76128, 45291, 1684951308, 129913, 6888, 0, 255, 0, 49169, FIRST_ECHO, 880, 2285, 0, 35, 152, 3460
10.10.10.66, 1718, 12.3918, 31.5356, -4.80139, 45424, 1684951308, 129913, 862, 0, 255, 0, 49169, FIRST_ECHO, 880, 2197, 0, 34, 148, 1330
10.10.10.66, 1718, 14.0451, 21.4859, -4.91025, 45805, 1684951308, 129913, 351, 0, 255, 0, 49169, FIRST_ECHO, 880, 1893, 0, 33, 130, 3810
10.10.10.66, 1718, 17.3574, 17.1544, -4.94463, 45946, 1684951308, 129913, 3186, 0, 255, 0, 49265, FIRST_ECHO, 880, 1765, 0, 33, 122, 1410
10.10.10.66, 1718, 19.8856, 12.9431, -4.96754, 46073, 1684951308, 129913, 2151, 0, 255, 0, 49169, FIRST_ECHO, 880, 1645, 0, 33, 113, 1270
10.10.10.66, 1718, 19.1709, 8.46259, -4.98473, 46204, 1684951308, 129913, 1848, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 1517, 0, 32, 103, 1310
10.10.10.66, 1718, 18.4945, 3.88465, -4.99619, 46332, 1684951308, 129913, 1004, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1389, 0, 32, 93, 1280
10.10.10.66, 1718, 18.0265, -5.87282, -4.99619, 46604, 1684951308, 129913, 880, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1117, 0, 31, 70, 2720
10.10.10.66, 1718, 17.8509, -10.4336, -4.979, 46733, 1684951308, 129913, 814, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 989, 0, 31, 60, 1290
10.10.10.66, 1718, 17.7999, -14.8854, -4.96181, 46866, 1684951308, 129913, 846, 0, 255, 0, 49169, FIRST_ECHO, 880, 861, 0, 31, 50, 1330
10.10.10.66, 1718, 17.7426, -19.0165, -4.93317, 46994, 1684951308, 129913, 887, 0, 255, 0, 49169, FIRST_ECHO, 880, 741, 0, 31, 42, 1280
10.10.10.66, 1718, 17.8583, -28.138, -4.84722, 47315, 1684951308, 129913, 540, 0, 255, 0, 49169, FIRST_ECHO, 880, 469, 0, 31, 25, 3210
10.10.10.66, 1718, 17.8814, -31.2548, -4.80712, 47444, 1684951308, 129913, 631, 0, 255, 0, 49169, FIRST_ECHO, 880, 373, 0, 31, 19, 1290
10.10.10.66, 1718, 18.058, -34.1254, -4.76701, 47575, 1684951308, 129913, 583, 0, 255, 0, 49169, FIRST_ECHO, 880, 285, 0, 31, 15, 1310
