Sensor IP, Frame ID, range (m), azimuth (degrees), elevation (degrees), point time stamp (ns), frame time stamp (s), frame time stamp (us), intensity, r, g, b, point type, echo, laser row, laser col, scan direction, pixel row, pixel col, actual charge time (ns)
10.10.10.66, 1720, 11.5899, 33.6154, -4.77274, 43552, 1684951308, 337909, 2039, 0, 255, 0, 49201, FIRST_ECHO, 880, 2261, 0, 35, 151, 1290
10.10.10.66, 1720, 9.96271, 40.3993, -4.66961, 43957, 1684951308, 337909, 437, 0, 255, 0, 49201, FIRST_ECHO, 880, 2469, 0, 35, 161, 4050
10.10.10.66, 1720, 10.0297, 40.1643, -4.67534, 44944, 1684951308, 337909, 791, 0, 255, 0, 49201, FIRST_ECHO, 880, 2461, 0, 35, 161, 9870
10.10.10.66, 1720, 15.1659, 34.4061, -4.76128, 45290, 1684951308, 337909, 2069, 0, 255, 0, 49201, FIRST_ECHO, 880, 2285, 0, 35, 152, 3460
10.10.10.66, 1720, 10.4383, 34.4061, -4.76128, 45290, 1684951308, 337909, 83, 0, 255, 0, 49202, SECOND_ECHO, 880, 2285, 0, 35, 152, 3460
10.10.10.66, 1720, 11.6753, 31.5356, -4.80139, 45423, 1684951308, 337909, 291, 0, 255, 0, 49201, FIRST_ECHO, 880, 2197, 0, 34, 148, 1330
10.10.10.66, 1720, 15.2953, 21.4859, -4.91025, 45804, 1684951308, 337909, 790, 0, 255, 0, 49169, FIRST_ECHO, 880, 1893, 0, 33, 130, 3810
10.10.10.66, 1720, 15.5961, 17.1544, -4.94463, 45945, 1684951308, 337909, 2540, 0, 255, 0, 49169, FIRST_ECHO, 880, 1765, 0, 33, 122, 1410
10.10.10.66, 1720, 20.8287, 12.9431, -4.96754, 46072, 1684951308, 337909, 2105, 0, 255, 0, 49169, FIRST_ECHO, 880, 1645, 0, 33, 113, 1270
10.10.10.66, 1720, 19.6598, 8.46259, -4.98473, 46203, 1684951308, 337909, 1291, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 1517, 0, 32, 103, 1310
10.10.10.66, 1720, 18.9381, 3.88465, -4.99619, 46331, 1684951308, 337909, 1185, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1389, 0, 32, 93, 1280
