Sensor IP, Frame ID, range (m), azimuth (degrees), elevation (degrees), point time stamp (ns), frame time stamp (s), frame time stamp (us), intensity, r, g, b, point type, echo, laser row, laser col, scan direction, pixel row, pixel col, actual charge time (ns)
10.10.10.66, 1716, 14.3402, 42.2384, -4.63523, 12739, 1684951307, 922872, 4027, 0, 255, 0, 49393, FIRST_ECHO, 880, 2525, 0, 0, 0, 17820
10.10.10.66, 1716, 16.54, 32.3205, -4.78993, 13389, 1684951307, 922872, 4533, 0, 255, 0, 49393, FIRST_ECHO, 880, 2221, 0, 34, 149, 6500
10.10.10.66, 1716, 17.4545, 29.2094, -4.83003, 13523, 1684951307, 922872, 5712, 0, 255, 0, 49169, FIRST_ECHO, 880, 2125, 0, 34, 144, 1340
10.10.10.66, 1716, 17.5743, 25.7831, -4.87014, 13655, 1684951307, 922872, 1028, 0, 255, 0, 49201, FIRST_ECHO, 880, 2021, 0, 34, 138, 1320
10.10.10.66, 1716, 19.7413, 16.5642, -4.95036, 13963, 1684951307, 922872, 8338, 0, 255, 0, 49169, FIRST_ECHO, 880, 1749, 0, 33, 120, 3080
10.10.10.66, 1716, 20.0258, 12.3931, -4.97327, 14089, 1684951307, 922872, 1429, 0, 255, 0, 49169, FIRST_ECHO, 880, 1629, 0, 33, 112, 1260
10.10.10.66, 1716, 19.3124, 7.85525, -4.99046, 14220, 1684951307, 922872, 1261, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1501, 0, 32, 102, 1310
10.10.10.66, 1716, 18.6918, 3.32316, -4.99619, 14348, 1684951307, 922872, 1130, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1373, 0, 32, 92, 1280
10.10.10.66, 1716, 18.4538, -1.2777, -5.00192, 14476, 1684951307, 922872, 770, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1245, 0, 31, 81, 1280
10.10.10.66, 1716, 18.1601, -12.0894, -4.97327, 14782, 1684951307, 922872, 708, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 941, 0, 31, 56, 3060
10.10.10.66, 1716, 18.0546, -16.5642, -4.95036, 14917, 1684951307, 922872, 842, 0, 255, 0, 49169, FIRST_ECHO, 880, 813, 0, 31, 47, 1350
10.10.10.66, 1716, 18.0623, -20.6666, -4.91598, 15048, 1684951307, 922872, 458, 0, 255, 0, 49169, FIRST_ECHO, 880, 693, 0, 31, 39, 1310
10.10.10.66, 1716, 18.0366, -24.4538, -4.88733, 15177, 1684951307, 922872, 637, 0, 255, 0, 49169, FIRST_ECHO, 880, 581, 0, 31, 32, 1290
10.10.10.66, 1716, 18.2396, -33.3404, -4.77847, 15537, 1684951307, 922872, 437, 0, 255, 0, 49169, FIRST_ECHO, 880, 309, 0, 31, 16, 3600
10.10.10.66, 1716, 9.78801, -41.9577, -4.64096, 16780, 1684951307, 922872, 103, 0, 255, 0, 49169, FIRST_ECHO, 880, 45, 0, 30, 2, 6110
10.10.10.66, 1716, 18.2819, -33.6154, -4.77274, 17332, 1684951307, 922872, 379, 0, 255, 0, 49169, FIRST_ECHO, 880, 301, 0, 31, 15, 1320
10.10.10.66, 1716, 17.9686, -23.646, -4.89306, 17734, 1684951307, 922872, 619, 0, 255, 0, 49169, FIRST_ECHO, 880, 605, 0, 31, 33, 4019
10.10.10.66, 1716, 18.0149, -19.8415, -4.92744, 17861, 1684951307, 922872, 712, 0, 255, 0, 49169, FIRST_ECHO, 880, 717, 0, 31, 40, 1270
10.10.10.66, 1716, 18.0489, -15.7277, -4.95608, 17991, 1684951307, 922872, 851, 0, 255, 0, 49169, FIRST_ECHO, 880, 837, 0, 31, 49, 1300
10.10.10.66, 1716, 18.155, -11.2357, -4.979, 18124, 1684951307, 922872, 686, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 965, 0, 31, 58, 1330
10.10.10.66, 1716, 18.2005, -6.73798, -4.99046, 18254, 1684951307, 922872, 846, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1093, 0, 31, 68, 1300
10.10.10.66, 1716, 18.7698, 4.18832, -4.99619, 18558, 1684951307, 922872, 2153, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1397, 0, 32, 94, 3040
10.10.10.66, 1716, 19.3447, 8.71469, -4.98473, 18686, 1684951307, 922872, 1658, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 1525, 0, 32, 104, 1280
10.10.10.66, 1716, 20.1776, 13.2411, -4.96754, 18817, 1684951307, 922872, 2270, 0, 255, 0, 49169, FIRST_ECHO, 880, 1653, 0, 33, 114, 1310
10.10.10.66, 1716, 17.3584, 17.4007, -4.94463, 18944, 1684951307, 922872, 2643, 0, 255, 0, 49201, FIRST_ECHO, 880, 1773, 0, 33, 122, 1270
10.10.10.66, 1716, 15.8941, 25.5024, -4.87587, 19217, 1684951307, 922872, 534, 0, 255, 0, 49201, FIRST_ECHO, 880, 2013, 0, 34, 137, 2730
10.10.10.66, 1716, 17.987, 28.9286, -4.83576, 19348, 1684951307, 922872, 3516, 0, 255, 0, 49169, FIRST_ECHO, 880, 2117, 0, 34, 143, 1310
10.10.10.66, 1716, 17.0613, 32.0914, -4.79566, 19481, 1684951307, 922872, 14192, 0, 255, 0, 49169, FIRST_ECHO, 880, 2213, 0, 34, 149, 1330
10.10.10.66, 1716, 14.1227, 42.0035, -4.64096, 20110, 1684951307, 922872, 6729, 0, 255, 0, 49201, FIRST_ECHO, 880, 2517, 0, 35, 164, 6290
10.10.10.66, 1716, 14.265, 41.7171, -4.64669, 20802, 1684951307, 922872, 6114, 0, 255, 0, 49201, FIRST_ECHO, 880, 2509, 0, 35, 163, 6920
10.10.10.66, 1716, 16.6976, 32.8763, -4.7842, 21366, 1684951307, 922872, 7031, 0, 255, 0, 49169, FIRST_ECHO, 880, 2237, 0, 34, 150, 5640
10.10.10.66, 1716, 17.3194, 30.0058, -4.8243, 21491, 1684951307, 922872, 8227, 0, 255, 0, 49201, FIRST_ECHO, 880, 2149, 0, 34, 145, 1250
10.10.10.66, 1716, 18.7833, 26.5852, -4.86441, 21625, 1684951307, 922872, 751, 0, 255, 0, 49201, FIRST_ECHO, 880, 2045, 0, 34, 139, 1340
10.10.10.66, 1716, 12.918, 26.5852, -4.86441, 21625, 1684951307, 922872, 215, 0, 255, 0, 49202, SECOND_ECHO, 880, 2045, 0, 34, 139, 1340
10.10.10.66, 1716, 19.2874, 16.3178, -4.95036, 21972, 1684951307, 922872, 4360, 0, 255, 0, 49169, FIRST_ECHO, 880, 1741, 0, 33, 120, 3470
10.10.10.66, 1716, 19.8547, 12.141, -4.97327, 22098, 1684951307, 922872, 1618, 0, 255, 0, 49169, FIRST_ECHO, 880, 1621, 0, 32, 111, 1260
10.10.10.66, 1716, 19.1409, 7.60315, -4.99046, 22228, 1684951307, 922872, 1226, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1493, 0, 32, 101, 1300
10.10.10.66, 1716, 18.5749, 3.01376, -5.00192, 22356, 1684951307, 922872, 1102, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 1365, 0, 32, 91, 1280
10.10.10.66, 1716, 18.3318, -1.58136, -5.00192, 22484, 1684951307, 922872, 853, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1237, 0, 31, 80, 1280
10.10.10.66, 1716, 18.0409, -12.3931, -4.97327, 22791, 1684951307, 922872, 815, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 933, 0, 31, 56, 3070
10.10.10.66, 1716, 17.975, -16.8621, -4.94463, 22925, 1684951307, 922872, 809, 0, 255, 0, 49169, FIRST_ECHO, 880, 805, 0, 31, 46, 1340
10.10.10.66, 1716, 17.9387, -20.9588, -4.91598, 23057, 1684951307, 922872, 637, 0, 255, 0, 49169, FIRST_ECHO, 880, 685, 0, 31, 38, 1320
