Sensor IP, Frame ID, range (m), azimuth (degrees), elevation (degrees), point time stamp (ns), frame time stamp (s), frame time stamp (us), intensity, r, g, b, point type, echo, laser row, laser col, scan direction, pixel row, pixel col, actual charge time (ns)
10.10.10.66, 1719, 18.1507, -1.58136, -5.00192, 22484, 1684951308, 233476, 841, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1237, 0, 31, 80, 1280
10.10.10.66, 1719, 17.8473, -12.3931, -4.97327, 22791, 1684951308, 233476, 796, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 933, 0, 31, 56, 3070
10.10.10.66, 1719, 17.7894, -16.8621, -4.94463, 22925, 1684951308, 233476, 756, 0, 255, 0, 49169, FIRST_ECHO, 880, 805, 0, 31, 46, 1340
10.10.10.66, 1719, 17.7619, -20.9588, -4.91598, 23057, 1684951308, 233476, 688, 0, 255, 0, 49169, FIRST_ECHO, 880, 685, 0, 31, 38, 1320
10.10.10.66, 1719, 17.7117, -24.6945, -4.8816, 23186, 1684951308, 233476, 626, 0, 255, 0, 49169, FIRST_ECHO, 880, 573, 0, 31, 31, 1290
10.10.10.66, 1719, 17.9183, -32.5555, -4.78993, 23501, 1684951308, 233476, 552, 0, 255, 0, 49169, FIRST_ECHO, 880, 333, 0, 31, 17, 3150
10.10.10.66, 1719, 18.0105, -35.4202, -4.74982, 23640, 1684951308, 233476, 603, 0, 255, 0, 49169, FIRST_ECHO, 880, 245, 0, 31, 12, 1390
10.10.10.66, 1719, 18.032, -35.1911, -4.74982, 25255, 1684951308, 233476, 396, 0, 255, 0, 49169, FIRST_ECHO, 880, 253, 0, 31, 13, 16149
10.10.10.66, 1719, 17.9198, -32.3205, -4.78993, 25392, 1684951308, 233476, 459, 0, 255, 0, 49169, FIRST_ECHO, 880, 341, 0, 31, 18, 1370
10.10.10.66, 1719, 17.8075, -27.3358, -4.85295, 25598, 1684951308, 233476, 331, 0, 255, 0, 49169, FIRST_ECHO, 880, 493, 0, 31, 26, 2060
10.10.10.66, 1719, 17.7563, -19.3087, -4.92744, 25879, 1684951308, 233476, 716, 0, 255, 0, 49169, FIRST_ECHO, 880, 733, 0, 31, 41, 2810
10.10.10.66, 1719, 17.7673, -15.1834, -4.95608, 26008, 1684951308, 233476, 856, 0, 255, 0, 49169, FIRST_ECHO, 880, 853, 0, 31, 50, 1290
10.10.10.66, 1719, 17.9038, -10.6857, -4.979, 26141, 1684951308, 233476, 650, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 981, 0, 31, 59, 1330
10.10.10.66, 1719, 17.9951, -6.12492, -4.99619, 26270, 1684951308, 233476, 787, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1109, 0, 31, 69, 1290
10.10.10.66, 1719, 18.4566, 3.57526, -4.99619, 26542, 1684951308, 233476, 1104, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1381, 0, 32, 92, 2720
10.10.10.66, 1719, 19.0934, 8.15892, -4.99046, 26670, 1684951308, 233476, 1783, 0, 255, 0, 1073791009, FIRST_ECHO, 880, 1509, 0, 32, 103, 1280
10.10.10.66, 1719, 19.8998, 12.691, -4.97327, 26801, 1684951308, 233476, 1700, 0, 255, 0, 49169, FIRST_ECHO, 880, 1637, 0, 33, 113, 1310
10.10.10.66, 1719, 16.226, 16.8621, -4.94463, 26927, 1684951308, 233476, 817, 0, 255, 0, 49201, FIRST_ECHO, 880, 1757, 0, 33, 121, 1260
10.10.10.66, 1719, 12.969, 26.0696, -4.87014, 27237, 1684951308, 233476, 380, 0, 255, 0, 49201, FIRST_ECHO, 880, 2029, 0, 34, 138, 3100
10.10.10.66, 1719, 12.333, 29.4901, -4.83003, 27370, 1684951308, 233476, 657, 0, 255, 0, 49201, FIRST_ECHO, 880, 2133, 0, 34, 144, 1330
10.10.10.66, 1719, 11.7888, 32.6013, -4.78993, 27504, 1684951308, 233476, 673, 0, 255, 0, 49201, FIRST_ECHO, 880, 2229, 0, 34, 149, 1340
10.10.10.66, 1719, 9.91103, 41.4821, -4.65242, 28053, 1684951308, 233476, 742, 0, 255, 0, 49201, FIRST_ECHO, 880, 2501, 0, 35, 163, 5490
10.10.10.66, 1719, 14.1292, 41.1957, -4.65815, 28855, 1684951308, 233476, 1599, 0, 255, 0, 49201, FIRST_ECHO, 880, 2493, 0, 35, 163, 8020
10.10.10.66, 1719, 9.99506, 41.1957, -4.65815, 28855, 1684951308, 233476, 91, 0, 255, 0, 49202, SECOND_ECHO, 880, 2493, 0, 35, 163, 8020
10.10.10.66, 1719, 15.8519, 33.3863, -4.77847, 29341, 1684951308, 233476, 595, 0, 255, 0, 49201, FIRST_ECHO, 880, 2253, 0, 34, 151, 4860
10.10.10.66, 1719, 11.9599, 33.3863, -4.77847, 29341, 1684951308, 233476, 184, 0, 255, 0, 49202, SECOND_ECHO, 880, 2253, 0, 34, 151, 4860
10.10.10.66, 1719, 12.0771, 30.5157, -4.81857, 29469, 1684951308, 233476, 205, 0, 255, 0, 49201, FIRST_ECHO, 880, 2165, 0, 34, 146, 1280
10.10.10.66, 1719, 13.2325, 22.5917, -4.90452, 29769, 1684951308, 233476, 1383, 0, 255, 0, 49169, FIRST_ECHO, 880, 1925, 0, 33, 132, 3000
10.10.10.66, 1719, 15.0728, 18.7701, -4.93317, 29894, 1684951308, 233476, 2543, 0, 255, 0, 49169, FIRST_ECHO, 880, 1813, 0, 33, 125, 1250
10.10.10.66, 1719, 18.8424, 14.6333, -4.96181, 30023, 1684951308, 233476, 4686, 0, 255, 0, 49393, FIRST_ECHO, 880, 1693, 0, 33, 117, 1290
10.10.10.66, 1719, 19.4954, 10.1299, -4.979, 30155, 1684951308, 233476, 1574, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1565, 0, 32, 107, 1320
10.10.10.66, 1719, 18.214, -0.716197, -5.00192, 30460, 1684951308, 233476, 983, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1261, 0, 32, 82, 3050
10.10.10.66, 1719, 18.0453, -5.31132, -4.99619, 30588, 1684951308, 233476, 965, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 1133, 0, 31, 72, 1280
10.10.10.66, 1719, 17.8895, -9.82623, -4.98473, 30717, 1684951308, 233476, 1067, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1005, 0, 31, 61, 1290
10.10.10.66, 1719, 17.8284, -14.3354, -4.96181, 30849, 1684951308, 233476, 882, 0, 255, 0, 49169, FIRST_ECHO, 880, 877, 0, 31, 51, 1320
10.10.10.66, 1719, 17.7398, -18.4779, -4.93317, 30977, 1684951308, 233476, 1018, 0, 255, 0, 49169, FIRST_ECHO, 880, 757, 0, 31, 43, 1280
10.10.10.66, 1719, 17.8406, -28.6479, -4.84149, 31335, 1684951308, 233476, 589, 0, 255, 0, 49169, FIRST_ECHO, 880, 453, 0, 31, 24, 3580
10.10.10.66, 1719, 17.8874, -31.8163, -4.80139, 31466, 1684951308, 233476, 639, 0, 255, 0, 49169, FIRST_ECHO, 880, 357, 0, 31, 19, 1310
10.10.10.66, 1719, 18.0359, -34.6353, -4.76128, 31600, 1684951308, 233476, 608, 0, 255, 0, 49169, FIRST_ECHO, 880, 269, 0, 31, 14, 1340
10.10.10.66, 1719, 15.6908, -39.8779, -4.67534, 32970, 1684951308, 233476, 2012, 0, 255, 0, 49169, FIRST_ECHO, 880, 109, 0, 30, 6, 13700
10.10.10.66, 1719, 18.1268, -37.7808, -4.70971, 33111, 1684951308, 233476, 371, 0, 255, 0, 49169, FIRST_ECHO, 880, 173, 0, 30, 9, 1410
10.10.10.66, 1719, 17.9841, -29.9542, -4.8243, 33494, 1684951308, 233476, 1398, 0, 255, 0, 49169, FIRST_ECHO, 880, 413, 0, 31, 22, 3830
10.10.10.66, 1719, 17.8386, -26.5394, -4.86441, 33628, 1684951308, 233476, 494, 0, 255, 0, 49169, FIRST_ECHO, 880, 517, 0, 31, 28, 1340
10.10.10.66, 1719, 17.6998, -22.8324, -4.89879, 33762, 1684951308, 233476, 644, 0, 255, 0, 49169, FIRST_ECHO, 880, 629, 0, 31, 35, 1340
10.10.10.66, 1719, 17.8722, -13.4932, -4.96754, 34058, 1684951308, 233476, 831, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 901, 0, 31, 53, 2960
10.10.10.66, 1719, 18.0087, -8.96679, -4.98473, 34190, 1684951308, 233476, 747, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1029, 0, 31, 63, 1320
10.10.10.66, 1719, 18.0899, -4.44615, -4.99619, 34318, 1684951308, 233476, 863, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1157, 0, 31, 73, 1280
10.10.10.66, 1719, 18.277, 0.148969, -5.00192, 34446, 1684951308, 233476, 959, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1285, 0, 32, 84, 1280
10.10.10.66, 1719, 18.5516, 4.74982, -4.99619, 34574, 1684951308, 233476, 15097, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1413, 0, 32, 95, 1280
10.10.10.66, 1719, 19.906, 15.4813, -4.95608, 34885, 1684951308, 233476, 3759, 0, 255, 0, 49169, FIRST_ECHO, 880, 1717, 0, 33, 118, 3110
10.10.10.66, 1719, 14.8102, 19.6009, -4.92744, 35014, 1684951308, 233476, 10748, 0, 255, 0, 49169, FIRST_ECHO, 880, 1837, 0, 33, 126, 1290
10.10.10.66, 1719, 12.9922, 23.4053, -4.89306, 35141, 1684951308, 233476, 2981, 0, 255, 0, 49169, FIRST_ECHO, 880, 1949, 0, 33, 134, 1270
10.10.10.66, 1719, 11.64, 30.235, -4.81857, 35402, 1684951308, 233476, 412, 0, 255, 0, 49265, FIRST_ECHO, 880, 2157, 0, 34, 146, 2610
10.10.10.66, 1719, 15.772, 33.1112, -4.77847, 35528, 1684951308, 233476, 1782, 0, 255, 0, 49201, FIRST_ECHO, 880, 2245, 0, 34, 150, 1260
10.10.10.66, 1719, 11.9794, 33.1112, -4.77847, 35528, 1684951308, 233476, 589, 0, 255, 0, 49202, SECOND_ECHO, 880, 2245, 0, 34, 150, 1260
10.10.10.66, 1719, 9.8995, 40.9149, -4.65815, 36003, 1684951308, 233476, 387, 0, 255, 0, 49201, FIRST_ECHO, 880, 2485, 0, 35, 162, 4750
10.10.10.66, 1719, 14.3424, 40.68, -4.66388, 36902, 1684951308, 233476, 953, 0, 255, 0, 49201, FIRST_ECHO, 880, 2477, 0, 35, 162, 8990
10.10.10.66, 1719, 9.85355, 40.68, -4.66388, 36902, 1684951308, 233476, 312, 0, 255, 0, 49202, SECOND_ECHO, 880, 2477, 0, 35, 162, 8990
10.10.10.66, 1719, 15.3469, 33.8962, -4.77274, 37317, 1684951308, 233476, 3542, 0, 255, 0, 49169, FIRST_ECHO, 880, 2269, 0, 35, 152, 4150
10.10.10.66, 1719, 16.5694, 31.0257, -4.80712, 37447, 1684951308, 233476, 2681, 0, 255, 0, 49201, FIRST_ECHO, 880, 2181, 0, 34, 147, 1300
10.10.10.66, 1719, 12.3934, 31.0257, -4.80712, 37447, 1684951308, 233476, 211, 0, 255, 0, 49202, SECOND_ECHO, 880, 2181, 0, 34, 147, 1300
10.10.10.66, 1719, 13.3912, 22.0646, -4.90452, 37787, 1684951308, 233476, 1887, 0, 255, 0, 49169, FIRST_ECHO, 880, 1909, 0, 33, 131, 3400
10.10.10.66, 1719, 15.4098, 17.9393, -4.9389, 37920, 1684951308, 233476, 2830, 0, 255, 0, 49169, FIRST_ECHO, 880, 1789, 0, 33, 123, 1330
10.10.10.66, 1719, 20.0447, 13.7911, -4.96754, 38048, 1684951308, 233476, 5105, 0, 255, 0, 49201, FIRST_ECHO, 880, 1669, 0, 33, 115, 1280
10.10.10.66, 1719, 19.4038, 9.32202, -4.98473, 38180, 1684951308, 233476, 2083, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1541, 0, 32, 105, 1320
10.10.10.66, 1719, 18.2951, -0.4068, -5.00192, 38452, 1684951308, 233476, 770, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1269, 0, 32, 83, 2720
10.10.10.66, 1719, 18.1142, -5.00765, -4.99619, 38580, 1684951308, 233476, 829, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1141, 0, 31, 72, 1280
10.10.10.66, 1719, 18.0468, -9.57412, -4.98473, 38709, 1684951308, 233476, 760, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1013, 0, 31, 62, 1290
10.10.10.66, 1719, 17.9119, -14.0375, -4.96181, 38840, 1684951308, 233476, 955, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 885, 0, 31, 52, 1310
10.10.10.66, 1719, 17.851, -18.2372, -4.9389, 38968, 1684951308, 233476, 810, 0, 255, 0, 49169, FIRST_ECHO, 880, 765, 0, 31, 44, 1280
10.10.10.66, 1719, 17.9393, -28.4187, -4.84149, 39325, 1684951308, 233476, 532, 0, 255, 0, 49169, FIRST_ECHO, 880, 461, 0, 31, 24, 3570
10.10.10.66, 1719, 17.9983, -31.5356, -4.80139, 39455, 1684951308, 233476, 711, 0, 255, 0, 49169, FIRST_ECHO, 880, 365, 0, 31, 19, 1300
10.10.10.66, 1719, 18.1328, -34.4061, -4.76128, 39587, 1684951308, 233476, 614, 0, 255, 0, 49169, FIRST_ECHO, 880, 277, 0, 31, 14, 1320
10.10.10.66, 1719, 15.5966, -39.3164, -4.68679, 41008, 1684951308, 233476, 300, 0, 255, 0, 49169, FIRST_ECHO, 880, 125, 0, 30, 6, 14210
10.10.10.66, 1719, 18.1937, -37.2251, -4.72117, 41142, 1684951308, 233476, 358, 0, 255, 0, 49169, FIRST_ECHO, 880, 189, 0, 31, 10, 1340
10.10.10.66, 1719, 18.0003, -30.5157, -4.81857, 41472, 1684951308, 233476, 2933, 0, 255, 0, 49169, FIRST_ECHO, 880, 397, 0, 31, 21, 3300
10.10.10.66, 1719, 17.9289, -27.1009, -4.85868, 41608, 1684951308, 233476, 423, 0, 255, 0, 49169, FIRST_ECHO, 880, 501, 0, 31, 27, 1360
10.10.10.66, 1719, 17.8168, -23.3595, -4.89306, 41743, 1684951308, 233476, 573, 0, 255, 0, 49169, FIRST_ECHO, 880, 613, 0, 31, 34, 1350
10.10.10.66, 1719, 17.981, -12.9431, -4.96754, 42075, 1684951308, 233476, 908, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 917, 0, 31, 54, 3320
10.10.10.66, 1719, 18.1186, -8.41102, -4.98473, 42206, 1684951308, 233476, 778, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1045, 0, 31, 64, 1310
10.10.10.66, 1719, 18.2214, -3.88465, -4.99619, 42334, 1684951308, 233476, 886, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 1173, 0, 31, 75, 1280
10.10.10.66, 1719, 18.4207, 0.716197, -5.00192, 42462, 1684951308, 233476, 1054, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1301, 0, 32, 86, 1280
10.10.10.66, 1719, 18.8677, 5.31132, -4.99619, 42590, 1684951308, 233476, 1309, 0, 255, 0, 1073791009, FIRST_ECHO, 880, 1429, 0, 32, 96, 1280
10.10.10.66, 1719, 18.8182, 14.9313, -4.95608, 42868, 1684951308, 233476, 6666, 0, 255, 0, 49265, FIRST_ECHO, 880, 1701, 0, 33, 117, 2780
10.10.10.66, 1719, 14.9523, 19.0623, -4.93317, 42997, 1684951308, 233476, 2983, 0, 255, 0, 49169, FIRST_ECHO, 880, 1821, 0, 33, 125, 1290
10.10.10.66, 1719, 14.3343, 22.8324, -4.89879, 43123, 1684951308, 233476, 473, 0, 255, 0, 49169, FIRST_ECHO, 880, 1933, 0, 33, 133, 1260
10.10.10.66, 1719, 16.7321, 30.7908, -4.81285, 43424, 1684951308, 233476, 2568, 0, 255, 0, 49265, FIRST_ECHO, 880, 2173, 0, 34, 146, 3010
10.10.10.66, 1719, 13.3238, 30.7908, -4.81285, 43424, 1684951308, 233476, 375, 0, 255, 0, 49266, SECOND_ECHO, 880, 2173, 0, 34, 146, 3010
10.10.10.66, 1719, 12.0239, 30.7908, -4.81285, 43424, 1684951308, 233476, 194, 0, 255, 0, 49268, THIRD_ECHO, 880, 2173, 0, 34, 146, 3010
10.10.10.66, 1719, 11.4729, 33.6154, -4.77274, 43553, 1684951308, 233476, 876, 0, 255, 0, 49201, FIRST_ECHO, 880, 2261, 0, 35, 151, 1290
10.10.10.66, 1719, 14.2005, 40.3993, -4.66961, 43958, 1684951308, 233476, 1026, 0, 255, 0, 49201, FIRST_ECHO, 880, 2469, 0, 35, 161, 4050
10.10.10.66, 1719, 9.65562, 40.3993, -4.66961, 43958, 1684951308, 233476, 222, 0, 255, 0, 49202, SECOND_ECHO, 880, 2469, 0, 35, 161, 4050
10.10.10.66, 1719, 14.3696, 40.1643, -4.67534, 44945, 1684951308, 233476, 2778, 0, 255, 0, 49201, FIRST_ECHO, 880, 2461, 0, 35, 161, 9870
10.10.10.66, 1719, 9.63168, 40.1643, -4.67534, 44945, 1684951308, 233476, 293, 0, 255, 0, 49202, SECOND_ECHO, 880, 2461, 0, 35, 161, 9870
10.10.10.66, 1719, 15.02, 34.4061, -4.76128, 45291, 1684951308, 233476, 1084, 0, 255, 0, 49201, FIRST_ECHO, 880, 2285, 0, 35, 152, 3460
10.10.10.66, 1719, 12.2259, 34.4061, -4.76128, 45291, 1684951308, 233476, 600, 0, 255, 0, 49202, SECOND_ECHO, 880, 2285, 0, 35, 152, 3460
10.10.10.66, 1719, 11.8033, 31.5356, -4.80139, 45424, 1684951308, 233476, 668, 0, 255, 0, 49201, FIRST_ECHO, 880, 2197, 0, 34, 148, 1330
10.10.10.66, 1719, 13.6703, 21.4859, -4.91025, 45805, 1684951308, 233476, 1397, 0, 255, 0, 49169, FIRST_ECHO, 880, 1893, 0, 33, 130, 3810
10.10.10.66, 1719, 15.9973, 17.1544, -4.94463, 45946, 1684951308, 233476, 4505, 0, 255, 0, 49169, FIRST_ECHO, 880, 1765, 0, 33, 122, 1410
10.10.10.66, 1719, 20.2291, 12.9431, -4.96754, 46073, 1684951308, 233476, 2258, 0, 255, 0, 49169, FIRST_ECHO, 880, 1645, 0, 33, 113, 1270
10.10.10.66, 1719, 19.3882, 8.46259, -4.98473, 46204, 1684951308, 233476, 1484, 0, 255, 0, 1073791201, FIRST_ECHO, 880, 1517, 0, 32, 103, 1310
10.10.10.66, 1719, 18.6731, 3.88465, -4.99619, 46332, 1684951308, 233476, 1057, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1389, 0, 32, 93, 1280
10.10.10.66, 1719, 18.2139, -5.87282, -4.99619, 46604, 1684951308, 233476, 888, 0, 255, 0, 1073790977, FIRST_ECHO, 880, 1117, 0, 31, 70, 2720
