Sensor IP, Frame ID, range (m), azimuth (degrees), elevation (degrees), intensity, r, g, b, point type, echo, laser row, laser col, scan direction, pixel row, pixel col, actual charge time (ns)
10.10.10.48, 42731, 12.3616, -35.1452, -9.47099, 351, 0, 255, 0, 49169, FIRST_ECHO, 1078, 594, 0, 26, 31, 889
10.10.10.48, 42731, 12.4672, -38.5257, -9.36786, 365, 0, 255, 0, 49169, FIRST_ECHO, 1078, 524, 0, 26, 27, 840
10.10.10.48, 42731, 12.6186, -41.952, -9.259, 402, 0, 255, 0, 49169, FIRST_ECHO, 1078, 454, 0, 26, 23, 889
10.10.10.48, 42731, 12.74, -45.1204, -9.15014, 1051, 0, 255, 0, 49169, FIRST_ECHO, 1078, 391, 0, 26, 20, 850
10.10.10.48, 42731, 12.7587, -48.4035, -9.03554, 2188, 0, 255, 0, 49169, FIRST_ECHO, 1078, 328, 0, 26, 16, 900
10.10.10.48, 42731, 12.9311, -51.486, -8.92668, 1287, 0, 255, 0, 49169, FIRST_ECHO, 1078, 272, 0, 26, 13, 860
10.10.10.48, 42731, 12.2578, -54.7003, -8.81782, 3606, 0, 255, 0, 49169, FIRST_ECHO, 1078, 216, 0, 26, 10, 950
10.10.10.48, 42731, 12.3476, -57.7713, -8.70896, 1467, 0, 255, 0, 49169, FIRST_ECHO, 1078, 167, 0, 27, 8, 930
10.10.10.48, 42731, 14.2626, -63.0024, -8.53707, 483, 0, 255, 0, 49169, FIRST_ECHO, 1078, 90, 0, 26, 4, 870
10.10.10.48, 42731, 13.6266, -58.6537, -8.68031, 315, 0, 255, 0, 49169, FIRST_ECHO, 1078, 153, 0, 27, 7, 950
10.10.10.48, 42731, 12.1997, -55.5826, -8.78344, 34273, 0, 0, 0, 49377, FIRST_ECHO, 1078, 202, 0, 26, 10, 959
10.10.10.48, 42731, 12.3574, -52.6434, -8.88658, 1516, 0, 255, 0, 49169, FIRST_ECHO, 1078, 251, 0, 26, 12, 860
10.10.10.48, 42731, 12.8355, -49.5036, -9.00117, 4143, 0, 255, 0, 49169, FIRST_ECHO, 1078, 307, 0, 26, 15, 889
10.10.10.48, 42731, 12.7929, -46.2148, -9.11576, 1529, 0, 255, 0, 49169, FIRST_ECHO, 1078, 370, 0, 26, 19, 930
10.10.10.48, 42731, 12.6044, -43.0119, -9.22462, 5472, 0, 255, 0, 49169, FIRST_ECHO, 1078, 433, 0, 26, 22, 860
10.10.10.48, 42731, 12.4874, -39.5169, -9.33921, 353, 0, 255, 0, 49169, FIRST_ECHO, 1078, 503, 0, 26, 26, 900
10.10.10.48, 42731, 12.3935, -36.1307, -9.44234, 378, 0, 255, 0, 49169, FIRST_ECHO, 1078, 573, 0, 26, 30, 860
10.10.10.48, 42731, 12.2599, -32.4237, -9.54548, 324, 0, 255, 0, 49169, FIRST_ECHO, 1078, 650, 0, 26, 35, 900
10.10.10.48, 42731, 12.1526, -28.688, -9.63715, 442, 0, 255, 0, 49169, FIRST_ECHO, 1078, 727, 0, 25, 40, 860
10.10.10.48, 42731, 12.1368, -24.8549, -9.71736, 6773, 0, 255, 0, 49169, FIRST_ECHO, 1078, 804, 0, 25, 45, 840
10.10.10.48, 42731, 12.0783, -20.6666, -9.79185, 379, 0, 255, 0, 49169, FIRST_ECHO, 1078, 888, 0, 25, 51, 889
10.10.10.48, 42731, 11.9957, -16.3408, -9.85487, 491, 0, 255, 0, 49169, FIRST_ECHO, 1078, 972, 0, 25, 57, 870
10.10.10.48, 42731, 11.9626, -11.9347, -9.90071, 431, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1056, 0, 25, 64, 850
10.10.10.48, 42731, 11.9043, -7.52294, -9.92936, 498, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1140, 0, 25, 70, 840
10.10.10.48, 42731, 11.8651, -3.01376, -9.94655, 412, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1224, 0, 25, 77, 840
10.10.10.48, 42731, 11.8117, 1.45531, -9.95228, 419, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1308, 0, 25, 84, 840
10.10.10.48, 42731, 11.7633, 5.97022, -9.93509, 419, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1392, 0, 25, 91, 840
10.10.10.48, 42731, 11.7674, 10.4508, -9.91217, 406, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1476, 0, 25, 98, 840
10.10.10.48, 42731, 11.8719, 14.8281, -9.87206, 1740, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1560, 0, 25, 105, 850
10.10.10.48, 42731, 8.97034, 19.1826, -9.81477, 791, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1644, 0, 26, 111, 860
10.10.10.48, 42731, 7.09169, 23.4053, -9.74601, 1023, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1728, 0, 26, 117, 880
10.10.10.48, 42731, 6.31209, 27.5936, -9.66007, 769, 0, 255, 0, 49265, FIRST_ECHO, 1078, 1812, 0, 26, 123, 910
10.10.10.48, 42731, 5.43322, 31.3408, -9.57412, 241, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1889, 0, 26, 128, 850
10.10.10.48, 42731, 5.49793, 35.0994, -9.47099, 590, 0, 255, 0, 49201, FIRST_ECHO, 1078, 1966, 0, 27, 133, 889
10.10.10.48, 42731, 5.05957, 38.4798, -9.37359, 1116, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2036, 0, 27, 137, 840
10.10.10.48, 42731, 4.94915, 41.9004, -9.259, 357, 0, 255, 0, 49201, FIRST_ECHO, 1078, 2106, 0, 27, 141, 889
10.10.10.48, 42731, 3.90418, 45.0689, -9.15586, 490, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2169, 0, 27, 145, 850
10.10.10.48, 42731, 3.76061, 48.3519, -9.04127, 328, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2232, 0, 28, 148, 900
10.10.10.48, 42731, 3.67048, 51.4344, -8.93241, 2825, 0, 0, 0, 49377, FIRST_ECHO, 1078, 2288, 0, 27, 152, 860
10.10.10.48, 42731, 3.55832, 54.6373, -8.81782, 455, 0, 255, 0, 49201, FIRST_ECHO, 1078, 2344, 0, 27, 155, 950
10.10.10.48, 42731, 3.46006, 57.7083, -8.71469, 160, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2393, 0, 27, 157, 930
10.10.10.48, 42731, 3.43838, 60.47, -8.62301, 486, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2435, 0, 28, 159, 910
10.10.10.48, 42731, 3.63148, 62.9337, -8.5428, 316, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2470, 0, 28, 161, 870
10.10.10.48, 42731, 3.61199, 63.4322, -8.52561, 381, 0, 255, 0, 49201, FIRST_ECHO, 1078, 2477, 0, 28, 161, 9410
10.10.10.48, 42731, 3.5091, 60.9398, -8.60583, 209, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2442, 0, 28, 160, 900
10.10.10.48, 42731, 3.49572, 58.1438, -8.6975, 240, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2400, 0, 27, 157, 920
10.10.10.48, 42731, 3.53058, 55.0498, -8.80063, 2912, 0, 0, 0, 49377, FIRST_ECHO, 1078, 2351, 0, 27, 155, 950
10.10.10.48, 42731, 3.65792, 52.2022, -8.90376, 3417, 0, 0, 0, 49185, FIRST_ECHO, 1078, 2302, 0, 27, 152, 850
