Sensor IP, Frame ID, range (m), azimuth (degrees), elevation (degrees), intensity, r, g, b, point type, echo, laser row, laser col, scan direction, pixel row, pixel col, actual charge time (ns)
10.10.10.48, 42727, 7.11874, 65.0307, -8.47405, 599, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2498, 0, 28, 162, 5210
10.10.10.48, 42727, 7.25141, 62.4409, -8.55426, 368, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2463, 0, 28, 161, 1010
10.10.10.48, 42727, 7.42203, 60.0116, -8.63447, 455, 0, 255, 0, 49201, FIRST_ECHO, 1078, 2428, 0, 28, 159, 840
10.10.10.48, 42727, 3.7271, 60.0116, -8.63447, 39, 0, 255, 0, 49202, SECOND_ECHO, 1078, 2428, 0, 28, 159, 840
10.10.10.48, 42727, 3.72785, 57.2729, -8.72615, 460, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2386, 0, 27, 157, 889
10.10.10.48, 42727, 4.08244, 54.2362, -8.82928, 74, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2337, 0, 27, 154, 910
10.10.10.48, 42727, 4.09382, 50.999, -8.94387, 408, 0, 255, 0, 49201, FIRST_ECHO, 1078, 2281, 0, 27, 151, 940
10.10.10.48, 42727, 8.72077, 47.9909, -9.05273, 3199, 0, 255, 0, 49201, FIRST_ECHO, 1078, 2225, 0, 27, 148, 860
10.10.10.48, 42727, 3.95402, 44.7251, -9.16732, 545, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2162, 0, 27, 145, 889
10.10.10.48, 42727, 4.80285, 41.5681, -9.27046, 1175, 0, 255, 0, 49201, FIRST_ECHO, 1078, 2099, 0, 27, 141, 840
10.10.10.48, 42727, 4.83555, 38.1475, -9.38505, 1169, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2029, 0, 27, 137, 880
10.10.10.48, 42727, 4.97024, 34.7212, -9.48245, 1085, 0, 255, 0, 49265, FIRST_ECHO, 1078, 1959, 0, 27, 133, 840
10.10.10.48, 42727, 5.4368, 31.0085, -9.57985, 995, 0, 255, 0, 49265, FIRST_ECHO, 1078, 1882, 0, 26, 128, 889
10.10.10.48, 42727, 6.15166, 27.2613, -9.67153, 879, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1805, 0, 26, 123, 850
10.10.10.48, 42727, 7.18293, 23.0616, -9.75174, 1234, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1721, 0, 26, 117, 900
10.10.10.48, 42727, 8.68636, 18.7873, -9.8205, 2226, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1637, 0, 26, 111, 880
10.10.10.48, 42727, 10.667, 14.4729, -9.87206, 503, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1553, 0, 25, 104, 860
10.10.10.48, 42727, 12.0227, 10.044, -9.91217, 588, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1469, 0, 25, 98, 850
10.10.10.48, 42727, 11.9123, 5.60926, -9.94082, 341, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1385, 0, 25, 91, 840
10.10.10.48, 42727, 11.922, 1.08862, -9.95228, 367, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1301, 0, 25, 84, 840
10.10.10.48, 42727, 11.9504, -3.37472, -9.94655, 334, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1217, 0, 25, 77, 840
10.10.10.48, 42727, 12.0077, -7.8839, -9.92936, 11288, 0, 255, 0, 49393, FIRST_ECHO, 1078, 1133, 0, 25, 70, 840
10.10.10.48, 42727, 12.0073, -12.3415, -9.89498, 341, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1049, 0, 25, 63, 840
10.10.10.48, 42727, 12.0806, -16.6903, -9.84914, 413, 0, 255, 0, 49169, FIRST_ECHO, 1078, 965, 0, 25, 57, 860
10.10.10.48, 42727, 12.1457, -21.0104, -9.78612, 375, 0, 255, 0, 49169, FIRST_ECHO, 1078, 881, 0, 25, 50, 870
10.10.10.48, 42727, 12.1857, -25.193, -9.71163, 484, 0, 255, 0, 49169, FIRST_ECHO, 1078, 797, 0, 25, 44, 889
10.10.10.48, 42727, 12.2814, -29.0203, -9.63142, 305, 0, 255, 0, 49169, FIRST_ECHO, 1078, 720, 0, 25, 39, 840
10.10.10.48, 42727, 12.4264, -32.7503, -9.53975, 391, 0, 255, 0, 49169, FIRST_ECHO, 1078, 643, 0, 26, 34, 860
10.10.10.48, 42727, 12.5744, -36.4573, -9.43089, 406, 0, 255, 0, 49169, FIRST_ECHO, 1078, 566, 0, 26, 30, 900
10.10.10.48, 42727, 12.688, -39.9008, -9.32775, 314, 0, 255, 0, 49169, FIRST_ECHO, 1078, 496, 0, 26, 26, 860
10.10.10.48, 42727, 12.8782, -43.35, -9.21316, 449, 0, 255, 0, 49169, FIRST_ECHO, 1078, 426, 0, 26, 22, 910
10.10.10.48, 42727, 13.0744, -46.5643, -9.1043, 363, 0, 255, 0, 49169, FIRST_ECHO, 1078, 363, 0, 26, 18, 870
10.10.10.48, 42727, 13.4602, -53.0387, -8.87512, 289, 0, 255, 0, 49169, FIRST_ECHO, 1078, 244, 0, 26, 12, 910
10.10.10.48, 42727, 14.1493, -62.5154, -8.55426, 192, 0, 255, 0, 49169, FIRST_ECHO, 1078, 97, 0, 26, 4, 1010
10.10.10.48, 42727, 13.7522, -57.3359, -8.72615, 287, 0, 255, 0, 49169, FIRST_ECHO, 1078, 174, 0, 27, 8, 889
10.10.10.48, 42727, 13.5368, -54.2935, -8.82928, 246, 0, 255, 0, 49169, FIRST_ECHO, 1078, 223, 0, 26, 11, 910
10.10.10.48, 42727, 13.3132, -51.0505, -8.94387, 269, 0, 255, 0, 49169, FIRST_ECHO, 1078, 279, 0, 26, 14, 940
10.10.10.48, 42727, 13.1405, -48.0425, -9.05273, 418, 0, 255, 0, 49169, FIRST_ECHO, 1078, 335, 0, 26, 17, 860
10.10.10.48, 42727, 12.9397, -44.7709, -9.16159, 506, 0, 255, 0, 49169, FIRST_ECHO, 1078, 398, 0, 26, 20, 889
10.10.10.48, 42727, 12.8126, -41.6139, -9.27046, 1751, 0, 255, 0, 49169, FIRST_ECHO, 1078, 461, 0, 26, 23, 840
10.10.10.48, 42727, 12.5945, -38.1991, -9.37932, 239, 0, 255, 0, 49169, FIRST_ECHO, 1078, 531, 0, 26, 28, 880
10.10.10.48, 42727, 12.4948, -34.7671, -9.48245, 473, 0, 255, 0, 49169, FIRST_ECHO, 1078, 601, 0, 26, 32, 840
10.10.10.48, 42727, 12.3461, -31.0543, -9.57985, 373, 0, 255, 0, 49169, FIRST_ECHO, 1078, 678, 0, 25, 37, 889
10.10.10.48, 42727, 12.2533, -27.3072, -9.67153, 449, 0, 255, 0, 49169, FIRST_ECHO, 1078, 755, 0, 25, 42, 850
10.10.10.48, 42727, 12.1296, -23.1131, -9.75174, 448, 0, 255, 0, 49169, FIRST_ECHO, 1078, 839, 0, 25, 47, 900
10.10.10.48, 42727, 12.07, -18.8331, -9.8205, 379, 0, 255, 0, 49169, FIRST_ECHO, 1078, 923, 0, 25, 53, 880
10.10.10.48, 42727, 12.0454, -14.5245, -9.87206, 330, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1007, 0, 25, 60, 860
10.10.10.48, 42727, 11.9469, -10.0955, -9.91217, 439, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1091, 0, 25, 66, 850
10.10.10.48, 42727, 11.9184, -5.66082, -9.94082, 440, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1175, 0, 25, 73, 840
10.10.10.48, 42727, 11.86, -1.14019, -9.95228, 419, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1259, 0, 25, 80, 840
