Sensor IP, Frame ID, range (m), azimuth (degrees), elevation (degrees), intensity, r, g, b, point type, echo, laser row, laser col, scan direction, pixel row, pixel col, actual charge time (ns)
10.10.10.48, 42721, 3.35227, 65.0995, -8.47405, 397, 0, 255, 0, 49393, FIRST_ECHO, 1078, 2498, 0, 28, 162, 5210
10.10.10.48, 42721, 3.48993, 62.4409, -8.55426, 207, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2463, 0, 28, 161, 1010
10.10.10.48, 42721, 7.43131, 60.0116, -8.63447, 604, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2428, 0, 28, 159, 840
10.10.10.48, 42721, 7.65249, 57.2729, -8.72615, 386, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2386, 0, 27, 157, 889
10.10.10.48, 42721, 7.96538, 54.2362, -8.82928, 1320, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2337, 0, 27, 154, 910
10.10.10.48, 42721, 8.32529, 51.0505, -8.94387, 1845, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2281, 0, 27, 151, 940
10.10.10.48, 42721, 8.69578, 47.9909, -9.05273, 3190, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2225, 0, 27, 148, 860
10.10.10.48, 42721, 9.14979, 44.7251, -9.16732, 2504, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2162, 0, 27, 145, 889
10.10.10.48, 42721, 4.95176, 41.5681, -9.27046, 989, 0, 255, 0, 49265, FIRST_ECHO, 1078, 2099, 0, 27, 141, 840
10.10.10.48, 42721, 4.94087, 38.1475, -9.38505, 839, 0, 255, 0, 49201, FIRST_ECHO, 1078, 2029, 0, 27, 137, 880
10.10.10.48, 42721, 5.67036, 34.7671, -9.48245, 6824, 0, 0, 0, 49249, FIRST_ECHO, 1078, 1959, 0, 27, 133, 840
10.10.10.48, 42721, 6.59937, 31.0085, -9.57985, 3409, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1882, 0, 26, 128, 889
10.10.10.48, 42721, 6.12355, 27.2613, -9.67153, 847, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1805, 0, 26, 123, 850
10.10.10.48, 42721, 7.81199, 23.0616, -9.75174, 2286, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1721, 0, 26, 117, 900
10.10.10.48, 42721, 8.7932, 18.8331, -9.8205, 2858, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1637, 0, 26, 111, 880
10.10.10.48, 42721, 10.6407, 14.4729, -9.87206, 471, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1553, 0, 25, 104, 860
10.10.10.48, 42721, 11.8884, 10.044, -9.91217, 678, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1469, 0, 25, 98, 850
10.10.10.48, 42721, 11.8717, 5.60926, -9.94082, 336, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1385, 0, 25, 91, 840
10.10.10.48, 42721, 11.8714, 1.08862, -9.95228, 1653, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1301, 0, 25, 84, 840
10.10.10.48, 42721, 11.8961, -3.37472, -9.94655, 317, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1217, 0, 25, 77, 840
10.10.10.48, 42721, 11.9484, -7.8839, -9.92936, 11177, 0, 255, 0, 49265, FIRST_ECHO, 1078, 1133, 0, 25, 70, 840
10.10.10.48, 42721, 11.9865, -12.3415, -9.89498, 379, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1049, 0, 25, 63, 840
10.10.10.48, 42721, 12.0854, -16.6903, -9.84914, 7059, 0, 255, 0, 49393, FIRST_ECHO, 1078, 965, 0, 25, 57, 860
10.10.10.48, 42721, 12.1801, -21.0104, -9.78612, 357, 0, 255, 0, 49169, FIRST_ECHO, 1078, 881, 0, 25, 50, 870
10.10.10.48, 42721, 12.3043, -25.2445, -9.71163, 478, 0, 255, 0, 49169, FIRST_ECHO, 1078, 797, 0, 25, 44, 889
10.10.10.48, 42721, 12.516, -29.0203, -9.63142, 259, 0, 255, 0, 49169, FIRST_ECHO, 1078, 720, 0, 25, 39, 840
10.10.10.48, 42721, 12.7063, -32.7503, -9.53975, 339, 0, 255, 0, 49169, FIRST_ECHO, 1078, 643, 0, 26, 34, 860
10.10.10.48, 42721, 12.8886, -36.5031, -9.43089, 359, 0, 255, 0, 49169, FIRST_ECHO, 1078, 566, 0, 26, 30, 900
10.10.10.48, 42721, 13.0284, -39.9008, -9.32775, 334, 0, 255, 0, 49169, FIRST_ECHO, 1078, 496, 0, 26, 26, 860
10.10.10.48, 42721, 13.2912, -43.35, -9.21316, 550, 0, 255, 0, 49169, FIRST_ECHO, 1078, 426, 0, 26, 22, 910
10.10.10.48, 42721, 13.5382, -46.5643, -9.1043, 984, 0, 255, 0, 49169, FIRST_ECHO, 1078, 363, 0, 26, 18, 870
10.10.10.48, 42721, 13.777, -49.9275, -8.98398, 659, 0, 255, 0, 49169, FIRST_ECHO, 1078, 300, 0, 26, 15, 930
10.10.10.48, 42721, 14.0636, -53.096, -8.86939, 599, 0, 255, 0, 49169, FIRST_ECHO, 1078, 244, 0, 26, 12, 910
10.10.10.48, 42721, 14.1875, -55.9952, -8.77198, 1972, 0, 255, 0, 49169, FIRST_ECHO, 1078, 195, 0, 27, 9, 870
10.10.10.48, 42721, 14.5717, -60.0746, -8.63447, 236, 0, 255, 0, 49169, FIRST_ECHO, 1078, 132, 0, 26, 6, 840
10.10.10.48, 42721, 14.2509, -57.3359, -8.72615, 258, 0, 255, 0, 49169, FIRST_ECHO, 1078, 174, 0, 27, 8, 889
10.10.10.48, 42721, 14.1674, -54.2935, -8.82928, 443, 0, 255, 0, 49169, FIRST_ECHO, 1078, 223, 0, 26, 11, 910
10.10.10.48, 42721, 13.8796, -51.1078, -8.94387, 682, 0, 255, 0, 49169, FIRST_ECHO, 1078, 279, 0, 26, 14, 940
10.10.10.48, 42721, 13.6253, -48.0425, -9.05273, 1055, 0, 255, 0, 49169, FIRST_ECHO, 1078, 335, 0, 26, 17, 860
10.10.10.48, 42721, 13.3895, -44.7709, -9.16159, 685, 0, 255, 0, 49169, FIRST_ECHO, 1078, 398, 0, 26, 20, 889
10.10.10.48, 42721, 13.0564, -41.6139, -9.27046, 892, 0, 255, 0, 49169, FIRST_ECHO, 1078, 461, 0, 26, 23, 840
10.10.10.48, 42721, 12.963, -38.1991, -9.37932, 223, 0, 255, 0, 49169, FIRST_ECHO, 1078, 531, 0, 26, 28, 880
10.10.10.48, 42721, 12.7731, -34.8129, -9.48245, 435, 0, 255, 0, 49169, FIRST_ECHO, 1078, 601, 0, 26, 32, 840
10.10.10.48, 42721, 12.5667, -31.0543, -9.57985, 335, 0, 255, 0, 49169, FIRST_ECHO, 1078, 678, 0, 25, 37, 889
10.10.10.48, 42721, 12.4325, -27.3072, -9.67153, 386, 0, 255, 0, 49169, FIRST_ECHO, 1078, 755, 0, 25, 42, 850
10.10.10.48, 42721, 12.2321, -23.1131, -9.75174, 519, 0, 255, 0, 49169, FIRST_ECHO, 1078, 839, 0, 25, 47, 900
10.10.10.48, 42721, 12.1595, -18.8847, -9.8205, 367, 0, 255, 0, 49169, FIRST_ECHO, 1078, 923, 0, 25, 53, 880
10.10.10.48, 42721, 12.0382, -14.5245, -9.87206, 411, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1007, 0, 25, 60, 860
