Sensor IP, Frame ID, range (m), azimuth (degrees), elevation (degrees), intensity, r, g, b, point type, echo, laser row, laser col, scan direction, pixel row, pixel col, actual charge time (ns)
10.10.10.48, 42725, 7.12551, 65.0995, -8.47405, 658, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2498, 0, 28, 162, 5210
10.10.10.48, 42725, 7.25353, 62.4409, -8.55426, 317, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2463, 0, 28, 161, 1010
10.10.10.48, 42725, 7.46755, 60.0116, -8.63447, 836, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2428, 0, 28, 159, 840
10.10.10.48, 42725, 7.64313, 57.2729, -8.72615, 374, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2386, 0, 27, 157, 889
10.10.10.48, 42725, 7.34242, 54.2362, -8.82928, 1633, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2337, 0, 27, 154, 910
10.10.10.48, 42725, 8.32241, 51.0505, -8.94387, 2427, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2281, 0, 27, 151, 940
10.10.10.48, 42725, 8.70827, 47.9909, -9.05273, 3053, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2225, 0, 27, 148, 860
10.10.10.48, 42725, 9.15655, 44.7251, -9.16732, 3370, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2162, 0, 27, 145, 889
10.10.10.48, 42725, 4.61399, 41.5681, -9.27046, 578, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2099, 0, 27, 141, 840
10.10.10.48, 42725, 4.83555, 38.1475, -9.38505, 1066, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2029, 0, 27, 137, 880
10.10.10.48, 42725, 4.95465, 34.7671, -9.48245, 1043, 0, 255, 0, 49265, FIRST_ECHO, 1078, 1959, 0, 27, 133, 840
10.10.10.48, 42725, 6.11968, 31.0085, -9.57985, 2932, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1882, 0, 26, 128, 889
10.10.10.48, 42725, 6.05285, 27.2613, -9.67153, 930, 0, 255, 0, 49265, FIRST_ECHO, 1078, 1805, 0, 26, 123, 850
10.10.10.48, 42725, 7.28107, 23.0616, -9.75174, 1760, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1721, 0, 26, 117, 900
10.10.10.48, 42725, 8.89401, 18.8331, -9.8205, 1708, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1637, 0, 26, 111, 880
10.10.10.48, 42725, 10.9131, 14.4729, -9.87206, 438, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1553, 0, 25, 104, 860
10.10.10.48, 42725, 12.2962, 10.044, -9.91217, 529, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1469, 0, 25, 98, 850
10.10.10.48, 42725, 12.1621, 5.60926, -9.94082, 349, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1385, 0, 25, 91, 840
10.10.10.48, 42725, 12.1497, 1.08862, -9.95228, 276, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1301, 0, 25, 84, 840
10.10.10.48, 42725, 12.1897, -3.37472, -9.94655, 338, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1217, 0, 25, 77, 840
10.10.10.48, 42725, 12.2438, -7.8839, -9.92936, 11736, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1133, 0, 25, 70, 840
10.10.10.48, 42725, 12.254, -12.3415, -9.89498, 352, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1049, 0, 25, 63, 840
10.10.10.48, 42725, 12.3126, -16.6903, -9.84914, 445, 0, 255, 0, 49169, FIRST_ECHO, 1078, 965, 0, 25, 57, 860
10.10.10.48, 42725, 12.3862, -21.0104, -9.78612, 390, 0, 255, 0, 49169, FIRST_ECHO, 1078, 881, 0, 25, 50, 870
10.10.10.48, 42725, 12.498, -25.2445, -9.71163, 514, 0, 255, 0, 49169, FIRST_ECHO, 1078, 797, 0, 25, 44, 889
10.10.10.48, 42725, 12.6315, -29.0203, -9.63142, 275, 0, 255, 0, 49169, FIRST_ECHO, 1078, 720, 0, 25, 39, 840
10.10.10.48, 42725, 12.7668, -32.7503, -9.53975, 394, 0, 255, 0, 49169, FIRST_ECHO, 1078, 643, 0, 26, 34, 860
10.10.10.48, 42725, 12.9098, -36.5031, -9.43089, 4989, 0, 255, 0, 49169, FIRST_ECHO, 1078, 566, 0, 26, 30, 900
10.10.10.48, 42725, 13.0502, -39.9008, -9.32775, 314, 0, 255, 0, 49169, FIRST_ECHO, 1078, 496, 0, 26, 26, 860
10.10.10.48, 42725, 13.3077, -43.35, -9.21316, 3572, 0, 255, 0, 49169, FIRST_ECHO, 1078, 426, 0, 26, 22, 910
10.10.10.48, 42725, 13.4779, -46.5643, -9.1043, 3136, 0, 255, 0, 49169, FIRST_ECHO, 1078, 363, 0, 26, 18, 870
10.10.10.48, 42725, 13.6927, -49.9275, -8.98398, 1359, 0, 255, 0, 49169, FIRST_ECHO, 1078, 300, 0, 26, 15, 930
10.10.10.48, 42725, 13.9117, -53.096, -8.86939, 631, 0, 255, 0, 49169, FIRST_ECHO, 1078, 244, 0, 26, 12, 910
10.10.10.48, 42725, 14.1409, -55.9952, -8.77198, 541, 0, 255, 0, 49169, FIRST_ECHO, 1078, 195, 0, 27, 9, 870
10.10.10.48, 42725, 14.3261, -60.0746, -8.63447, 512, 0, 255, 0, 49169, FIRST_ECHO, 1078, 132, 0, 26, 6, 840
10.10.10.48, 42725, 14.2226, -57.3359, -8.72615, 367, 0, 255, 0, 49169, FIRST_ECHO, 1078, 174, 0, 27, 8, 889
10.10.10.48, 42725, 13.9937, -54.2935, -8.82928, 485, 0, 255, 0, 49169, FIRST_ECHO, 1078, 223, 0, 26, 11, 910
10.10.10.48, 42725, 13.7518, -51.1078, -8.94387, 1162, 0, 255, 0, 49169, FIRST_ECHO, 1078, 279, 0, 26, 14, 940
