Sensor IP, Frame ID, range (m), azimuth (degrees), elevation (degrees), intensity, r, g, b, point type, echo, laser row, laser col, scan direction, pixel row, pixel col, actual charge time (ns)
10.10.10.48, 42722, 7.11927, 65.0995, -8.47405, 700, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2498, 0, 28, 162, 5210
10.10.10.48, 42722, 7.25041, 62.4409, -8.55426, 333, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2463, 0, 28, 161, 1010
10.10.10.48, 42722, 7.45506, 60.0116, -8.63447, 787, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2428, 0, 28, 159, 840
10.10.10.48, 42722, 7.63937, 57.2729, -8.72615, 321, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2386, 0, 27, 157, 889
10.10.10.48, 42722, 7.89158, 54.2362, -8.82928, 344, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2337, 0, 27, 154, 910
10.10.10.48, 42722, 8.31917, 51.0505, -8.94387, 2803, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2281, 0, 27, 151, 940
10.10.10.48, 42722, 4.86559, 47.9909, -9.05273, 101, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2225, 0, 27, 148, 860
10.10.10.48, 42722, 4.65847, 44.7251, -9.16732, 8620, 0, 0, 0, 49377, FIRST_ECHO, 1078, 2162, 0, 27, 145, 889
10.10.10.48, 42722, 4.91234, 41.5681, -9.27046, 10926, 0, 0, 0, 49377, FIRST_ECHO, 1078, 2099, 0, 27, 141, 840
10.10.10.48, 42722, 5.15319, 38.1475, -9.38505, 902, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2029, 0, 27, 137, 880
10.10.10.48, 42722, 5.07118, 34.7671, -9.48245, 1167, 0, 255, 0, 49265, FIRST_ECHO, 1078, 1959, 0, 27, 133, 840
10.10.10.48, 42722, 5.33065, 31.0085, -9.57985, 1106, 0, 255, 0, 49201, FIRST_ECHO, 1078, 1882, 0, 26, 128, 889
10.10.10.48, 42722, 6.86803, 27.2613, -9.67153, 1891, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1805, 0, 26, 123, 850
10.10.10.48, 42722, 7.09049, 23.0616, -9.75174, 2030, 0, 255, 0, 49201, FIRST_ECHO, 1078, 1721, 0, 26, 117, 900
10.10.10.48, 42722, 9.54668, 18.8331, -9.8205, 1884, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1637, 0, 26, 111, 880
