Sensor IP, Frame ID, range (m), azimuth (degrees), elevation (degrees), intensity, r, g, b, point type, echo, laser row, laser col, scan direction, pixel row, pixel col, actual charge time (ns)
10.10.10.48, 42726, 7.06504, 65.0307, -8.47405, 795, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2498, 0, 28, 162, 5210
10.10.10.48, 42726, 6.58837, 62.4409, -8.55426, 393, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2463, 0, 28, 161, 1010
10.10.10.48, 42726, 7.41243, 60.0116, -8.63447, 328, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2428, 0, 28, 159, 840
10.10.10.48, 42726, 7.65187, 57.2729, -8.72615, 355, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2386, 0, 27, 157, 889
10.10.10.48, 42726, 3.68895, 54.2362, -8.82928, 262, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2337, 0, 27, 154, 910
10.10.10.48, 42726, 8.31611, 50.999, -8.94387, 2138, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2281, 0, 27, 151, 940
10.10.10.48, 42726, 8.6874, 47.9909, -9.05273, 3579, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2225, 0, 27, 148, 860
10.10.10.48, 42726, 9.1533, 44.7251, -9.16732, 2234, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2162, 0, 27, 145, 889
10.10.10.48, 42726, 4.60525, 41.5681, -9.27046, 805, 0, 255, 0, 49201, FIRST_ECHO, 1078, 2099, 0, 27, 141, 840
10.10.10.48, 42726, 5.00417, 38.1475, -9.38505, 1960, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2029, 0, 27, 137, 880
10.10.10.48, 42726, 4.96185, 34.7212, -9.48245, 1161, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1959, 0, 27, 133, 840
10.10.10.48, 42726, 5.50329, 31.0085, -9.57985, 608, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1882, 0, 26, 128, 889
10.10.10.48, 42726, 6.20608, 27.2613, -9.67153, 1312, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1805, 0, 26, 123, 850
10.10.10.48, 42726, 7.22486, 23.0616, -9.75174, 1694, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1721, 0, 26, 117, 900
10.10.10.48, 42726, 9.71753, 18.7873, -9.8205, 3472, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1637, 0, 26, 111, 880
10.10.10.48, 42726, 10.8506, 14.4729, -9.87206, 447, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1553, 0, 25, 104, 860
10.10.10.48, 42726, 12.1762, 10.044, -9.91217, 443, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1469, 0, 25, 98, 850
10.10.10.48, 42726, 12.1141, 5.60926, -9.94082, 308, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1385, 0, 25, 91, 840
10.10.10.48, 42726, 12.0997, 1.08862, -9.95228, 295, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1301, 0, 25, 84, 840
10.10.10.48, 42726, 12.1303, -3.37472, -9.94655, 331, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1217, 0, 25, 77, 840
10.10.10.48, 42726, 12.1545, -7.8839, -9.92936, 11566, 0, 255, 0, 49265, FIRST_ECHO, 1078, 1133, 0, 25, 70, 840
10.10.10.48, 42726, 12.1997, -12.3415, -9.89498, 309, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1049, 0, 25, 63, 840
10.10.10.48, 42726, 12.2564, -16.6903, -9.84914, 433, 0, 255, 0, 49169, FIRST_ECHO, 1078, 965, 0, 25, 57, 860
10.10.10.48, 42726, 12.3081, -21.0104, -9.78612, 384, 0, 255, 0, 49169, FIRST_ECHO, 1078, 881, 0, 25, 50, 870
10.10.10.48, 42726, 12.3918, -25.193, -9.71163, 493, 0, 255, 0, 49169, FIRST_ECHO, 1078, 797, 0, 25, 44, 889
10.10.10.48, 42726, 12.5035, -29.0203, -9.63142, 250, 0, 255, 0, 49169, FIRST_ECHO, 1078, 720, 0, 25, 39, 840
10.10.10.48, 42726, 12.6638, -32.7503, -9.53975, 378, 0, 255, 0, 49169, FIRST_ECHO, 1078, 643, 0, 26, 34, 860
10.10.10.48, 42726, 12.8075, -36.4573, -9.43089, 359, 0, 255, 0, 49169, FIRST_ECHO, 1078, 566, 0, 26, 30, 900
10.10.10.48, 42726, 12.9194, -39.9008, -9.32775, 271, 0, 255, 0, 49169, FIRST_ECHO, 1078, 496, 0, 26, 26, 860
10.10.10.48, 42726, 13.1534, -43.35, -9.21316, 761, 0, 255, 0, 49169, FIRST_ECHO, 1078, 426, 0, 26, 22, 910
10.10.10.48, 42726, 13.3698, -46.5643, -9.1043, 553, 0, 255, 0, 49169, FIRST_ECHO, 1078, 363, 0, 26, 18, 870
10.10.10.48, 42726, 13.5479, -49.9275, -8.98398, 267, 0, 255, 0, 49169, FIRST_ECHO, 1078, 300, 0, 26, 15, 930
10.10.10.48, 42726, 13.7559, -53.0387, -8.87512, 290, 0, 255, 0, 49169, FIRST_ECHO, 1078, 244, 0, 26, 12, 910
10.10.10.48, 42726, 13.9401, -55.9952, -8.77198, 317, 0, 255, 0, 49169, FIRST_ECHO, 1078, 195, 0, 27, 9, 870
10.10.10.48, 42726, 14.2826, -62.0284, -8.57145, 560, 0, 255, 0, 49169, FIRST_ECHO, 1078, 104, 0, 26, 5, 970
10.10.10.48, 42726, 14.0114, -57.3359, -8.72615, 279, 0, 255, 0, 49169, FIRST_ECHO, 1078, 174, 0, 27, 8, 889
10.10.10.48, 42726, 13.5575, -51.0505, -8.94387, 334, 0, 255, 0, 49169, FIRST_ECHO, 1078, 279, 0, 26, 14, 940
10.10.10.48, 42726, 13.3954, -48.0425, -9.05273, 403, 0, 255, 0, 49169, FIRST_ECHO, 1078, 335, 0, 26, 17, 860
10.10.10.48, 42726, 13.2577, -44.7709, -9.16159, 628, 0, 255, 0, 49169, FIRST_ECHO, 1078, 398, 0, 26, 20, 889
10.10.10.48, 42726, 13.0135, -41.6139, -9.27046, 4940, 0, 255, 0, 49169, FIRST_ECHO, 1078, 461, 0, 26, 23, 840
10.10.10.48, 42726, 12.745, -34.7671, -9.48245, 448, 0, 255, 0, 49169, FIRST_ECHO, 1078, 601, 0, 26, 32, 840
10.10.10.48, 42726, 12.5502, -31.0543, -9.57985, 424, 0, 255, 0, 49169, FIRST_ECHO, 1078, 678, 0, 25, 37, 889
10.10.10.48, 42726, 12.4398, -27.3072, -9.67153, 411, 0, 255, 0, 49169, FIRST_ECHO, 1078, 755, 0, 25, 42, 850
10.10.10.48, 42726, 12.3274, -23.1131, -9.75174, 473, 0, 255, 0, 49169, FIRST_ECHO, 1078, 839, 0, 25, 47, 900
10.10.10.48, 42726, 12.2738, -18.8331, -9.8205, 349, 0, 255, 0, 49169, FIRST_ECHO, 1078, 923, 0, 25, 53, 880
10.10.10.48, 42726, 12.2027, -14.5245, -9.87206, 355, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1007, 0, 25, 60, 860
10.10.10.48, 42726, 12.1229, -10.0955, -9.91217, 459, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1091, 0, 25, 66, 850
10.10.10.48, 42726, 12.0749, -5.66082, -9.94082, 405, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1175, 0, 25, 73, 840
