Sensor IP, Frame ID, range (m), azimuth (degrees), elevation (degrees), intensity, r, g, b, point type, echo, laser row, laser col, scan direction, pixel row, pixel col, actual charge time (ns)
10.10.10.48, 42732, 12.5638, -46.2148, -9.11576, 1184, 0, 255, 0, 49169, FIRST_ECHO, 1078, 370, 0, 26, 19, 930
10.10.10.48, 42732, 12.5574, -43.0119, -9.22462, 6589, 0, 255, 0, 49169, FIRST_ECHO, 1078, 433, 0, 26, 22, 860
10.10.10.48, 42732, 12.3978, -39.5169, -9.33921, 301, 0, 255, 0, 49169, FIRST_ECHO, 1078, 503, 0, 26, 26, 900
10.10.10.48, 42732, 12.3165, -36.1307, -9.44234, 420, 0, 255, 0, 49169, FIRST_ECHO, 1078, 573, 0, 26, 30, 860
10.10.10.48, 42732, 12.1756, -32.4237, -9.54548, 329, 0, 255, 0, 49169, FIRST_ECHO, 1078, 650, 0, 26, 35, 900
10.10.10.48, 42732, 12.0733, -28.688, -9.63715, 441, 0, 255, 0, 49169, FIRST_ECHO, 1078, 727, 0, 25, 40, 860
10.10.10.48, 42732, 11.975, -24.8549, -9.71736, 485, 0, 255, 0, 49169, FIRST_ECHO, 1078, 804, 0, 25, 45, 840
10.10.10.48, 42732, 11.9429, -20.6666, -9.79185, 355, 0, 255, 0, 49169, FIRST_ECHO, 1078, 888, 0, 25, 51, 889
10.10.10.48, 42732, 11.9161, -16.3408, -9.85487, 444, 0, 255, 0, 49169, FIRST_ECHO, 1078, 972, 0, 25, 57, 870
10.10.10.48, 42732, 11.8646, -11.9347, -9.90071, 431, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1056, 0, 25, 64, 850
10.10.10.48, 42732, 11.8902, -7.52294, -9.92936, 5792, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1140, 0, 25, 70, 840
10.10.10.48, 42732, 11.7964, -3.01376, -9.94655, 418, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1224, 0, 25, 77, 840
10.10.10.48, 42732, 11.7399, 1.45531, -9.95228, 414, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1308, 0, 25, 84, 840
10.10.10.48, 42732, 11.704, 5.97022, -9.93509, 418, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1392, 0, 25, 91, 840
10.10.10.48, 42732, 11.6714, 10.4508, -9.91217, 2796, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1476, 0, 25, 98, 840
10.10.10.48, 42732, 11.8058, 14.8281, -9.87206, 1474, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1560, 0, 25, 105, 850
10.10.10.48, 42732, 10.4585, 19.1826, -9.81477, 1243, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1644, 0, 26, 111, 860
10.10.10.48, 42732, 6.90228, 23.4053, -9.74601, 602, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1728, 0, 26, 117, 880
10.10.10.48, 42732, 6.08739, 27.5936, -9.66007, 948, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1812, 0, 26, 123, 910
10.10.10.48, 42732, 5.32634, 31.3408, -9.57412, 636, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1889, 0, 26, 128, 850
10.10.10.48, 42732, 5.17663, 35.0994, -9.47099, 823, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1966, 0, 27, 133, 889
10.10.10.48, 42732, 4.85445, 38.4798, -9.37359, 1105, 0, 255, 0, 49393, FIRST_ECHO, 1078, 2036, 0, 27, 137, 840
10.10.10.48, 42732, 4.73966, 41.9004, -9.259, 754, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2106, 0, 27, 141, 889
10.10.10.48, 42732, 3.88172, 45.0689, -9.15586, 410, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2169, 0, 27, 145, 850
10.10.10.48, 42732, 3.67374, 48.3519, -9.04127, 89, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2232, 0, 28, 148, 900
10.10.10.48, 42732, 8.43586, 51.4344, -8.93241, 1440, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2288, 0, 27, 152, 860
10.10.10.48, 42732, 8.0067, 54.6373, -8.81782, 720, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2344, 0, 27, 155, 950
10.10.10.48, 42732, 7.66799, 57.7083, -8.71469, 559, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2393, 0, 27, 157, 930
10.10.10.48, 42732, 7.46321, 60.47, -8.62301, 1541, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2435, 0, 28, 159, 910
10.10.10.48, 42732, 7.24491, 62.9337, -8.5428, 511, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2470, 0, 28, 161, 870
10.10.10.48, 42732, 7.25857, 63.4322, -8.52561, 1061, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2477, 0, 28, 161, 9410
10.10.10.48, 42732, 7.40524, 60.9398, -8.60583, 528, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2442, 0, 28, 160, 900
10.10.10.48, 42732, 7.61671, 58.1438, -8.6975, 646, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2400, 0, 27, 157, 920
10.10.10.48, 42732, 7.95831, 55.0498, -8.80063, 1410, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2351, 0, 27, 155, 950
10.10.10.48, 42732, 8.31435, 52.2022, -8.90376, 2636, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2302, 0, 27, 152, 850
10.10.10.48, 42732, 3.69357, 49.0796, -9.01263, 526, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2246, 0, 28, 149, 880
10.10.10.48, 42732, 3.83894, 45.7621, -9.12722, 511, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2183, 0, 27, 146, 920
10.10.10.48, 42732, 9.46134, 42.5765, -9.24181, 1786, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2120, 0, 27, 142, 860
10.10.10.48, 42732, 4.76981, 39.1387, -9.35067, 1781, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2050, 0, 27, 138, 889
10.10.10.48, 42732, 5.29963, 35.7526, -9.4538, 2198, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1980, 0, 27, 134, 850
10.10.10.48, 42732, 5.2413, 32.0455, -9.55694, 327, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1903, 0, 26, 129, 900
10.10.10.48, 42732, 5.85777, 28.2583, -9.64861, 1639, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1826, 0, 26, 124, 860
10.10.10.48, 42732, 6.73317, 24.471, -9.72882, 953, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1749, 0, 26, 119, 830
10.10.10.48, 42732, 8.93764, 20.2197, -9.79758, 2466, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1665, 0, 26, 113, 889
10.10.10.48, 42732, 11.7596, 15.934, -9.8606, 1023, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1581, 0, 25, 106, 870
10.10.10.48, 42732, 11.6461, 11.5279, -9.90071, 448, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1497, 0, 25, 100, 850
10.10.10.48, 42732, 11.6215, 7.11041, -9.93509, 426, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1413, 0, 25, 93, 840
10.10.10.48, 42732, 11.7217, 2.5955, -9.94655, 432, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1329, 0, 25, 86, 840
10.10.10.48, 42732, 11.7533, -1.91941, -9.94655, 429, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1245, 0, 25, 79, 840
10.10.10.48, 42732, 11.8162, -6.38275, -9.93509, 413, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1161, 0, 25, 72, 840
10.10.10.48, 42732, 11.8228, -10.8633, -9.90644, 418, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1077, 0, 25, 65, 840
10.10.10.48, 42732, 11.875, -15.2292, -9.86633, 437, 0, 255, 0, 49169, FIRST_ECHO, 1078, 993, 0, 25, 59, 850
10.10.10.48, 42732, 11.9173, -19.578, -9.80904, 460, 0, 255, 0, 49169, FIRST_ECHO, 1078, 909, 0, 25, 52, 860
10.10.10.48, 42732, 11.9273, -23.8408, -9.74028, 464, 0, 255, 0, 49169, FIRST_ECHO, 1078, 825, 0, 25, 46, 889
10.10.10.48, 42732, 12.0355, -27.9718, -9.65434, 365, 0, 255, 0, 49169, FIRST_ECHO, 1078, 741, 0, 25, 41, 900
10.10.10.48, 42732, 12.1448, -31.7132, -9.56266, 443, 0, 255, 0, 49169, FIRST_ECHO, 1078, 664, 0, 25, 36, 860
10.10.10.48, 42732, 12.2377, -35.4718, -9.45953, 362, 0, 255, 0, 49169, FIRST_ECHO, 1078, 587, 0, 26, 31, 889
10.10.10.48, 42732, 12.3378, -38.858, -9.36213, 332, 0, 255, 0, 49169, FIRST_ECHO, 1078, 517, 0, 26, 27, 850
10.10.10.48, 42732, 12.4798, -42.29, -9.24754, 321, 0, 255, 0, 49169, FIRST_ECHO, 1078, 447, 0, 26, 23, 889
10.10.10.48, 42732, 12.5831, -45.4642, -9.13868, 991, 0, 255, 0, 49169, FIRST_ECHO, 1078, 384, 0, 26, 19, 850
10.10.10.48, 42732, 12.1403, -48.7702, -9.02409, 1707, 0, 255, 0, 49169, FIRST_ECHO, 1078, 321, 0, 26, 16, 910
10.10.10.48, 42732, 11.983, -51.8699, -8.91522, 2576, 0, 255, 0, 49169, FIRST_ECHO, 1078, 265, 0, 26, 13, 880
10.10.10.48, 42732, 11.9856, -55.1071, -8.80063, 1549, 0, 255, 0, 49169, FIRST_ECHO, 1078, 209, 0, 26, 10, 959
10.10.10.48, 42732, 11.5242, -58.2068, -8.6975, 65535, 0, 0, 0, 49377, FIRST_ECHO, 1078, 160, 0, 27, 8, 950
10.10.10.48, 42732, 11.475, -61.0085, -8.6001, 65535, 0, 0, 0, 49153, FIRST_ECHO, 1078, 118, 0, 26, 5, 920
10.10.10.48, 42732, 11.6848, -63.5009, -8.51988, 4756, 0, 255, 0, 49169, FIRST_ECHO, 1078, 83, 0, 26, 4, 900
10.10.10.48, 42732, 11.5121, -59.6163, -8.64593, 65535, 0, 0, 0, 49153, FIRST_ECHO, 1078, 139, 0, 26, 6, 10600
